policy_id,age,gender,marital_status,vehicle_age,vehicle_value,vehicle_type,policy_tenure,deductible,coverage_type,region,state,claim_type,at_fault,weather_condition,time_of_day,claim_amount
7797,24,F,Married,12,15640.0,SUV,6.0,500,Standard,Urban,IL,Collision,No,Fog,Night,7512
7798,40,M,Married,6,43145.0,SUV,0.0,250,Standard,Suburban,TX,Comprehensive,No,Clear,Evening,4276
7799,47,M,Single,2,29922.0,SUV,2.0,500,Standard,Suburban,MI,Liability,Yes,Clear,Morning,12240
7800,18,F,Single,4,10781.0,SUV,14.0,1000,Premium,Urban,FL,Collision,No,Clear,Evening,7334
7801,32,M,Married,5,24903.0,SUV,1.0,2000,Standard,Urban,NC,Comprehensive,Yes,Clear,Afternoon,5075
7802,34,M,Divorced,10,50426.0,Luxury,0.0,1000,Standard,Rural,OH,Collision,Yes,Snow,Afternoon,13619
7803,33,M,Married,10,16334.0,Sedan,1.0,250,Basic,Suburban,NC,Collision,Yes,Clear,Afternoon,8134
7804,47,M,Married,13,50471.0,Sedan,2.0,500,Basic,Suburban,OH,Comprehensive,No,Clear,Night,2598
7805,42,M,Married,8,26711.0,Sedan,0.0,250,Standard,Urban,NY,Comprehensive,No,Clear,Night,4433
7806,36,M,Single,0,43052.0,SUV,2.0,250,Standard,Suburban,MI,Comprehensive,Yes,Fog,Evening,8423
7807,51,M,Married,6,23854.0,Sedan,1.0,500,Premium,Suburban,MI,Liability,No,Clear,Night,8329
7808,70,F,Married,8,20702.0,Sports,0.0,500,Standard,Urban,PA,Collision,Yes,Rain,Evening,13943
7809,69,F,Widowed,10,55192.0,SUV,1.0,1000,Standard,Suburban,CA,Comprehensive,Yes,Snow,Afternoon,8990
7810,18,F,Married,12,31593.0,Sports,0.0,250,Standard,Suburban,CA,Comprehensive,Yes,Rain,Night,10417
7811,53,M,Single,3,19581.0,Sedan,0.0,1000,Premium,Rural,FL,Comprehensive,No,Clear,Morning,3715
7812,42,M,Married,5,27226.0,Sedan,3.0,1000,Standard,Urban,IL,Liability,Yes,Clear,Morning,10334
7813,47,F,Married,0,16606.0,Sedan,11.0,2000,Standard,Rural,PA,Comprehensive,No,Clear,Morning,1987
7814,39,M,Single,4,23247.0,SUV,6.0,2000,Premium,Rural,MI,Comprehensive,No,Clear,Night,2910
7815,46,F,Divorced,3,40047.0,Sedan,7.0,1000,Basic,Urban,GA,Collision,Yes,Snow,Morning,7797
7816,47,M,Divorced,16,20314.0,Truck,5.0,500,Standard,Urban,CA,Comprehensive,No,Rain,Afternoon,6370
7817,36,F,Married,11,14224.0,Truck,12.0,500,Premium,Urban,CA,Comprehensive,Yes,Clear,Afternoon,8847
7818,31,M,Married,7,13582.0,Truck,12.0,500,Standard,Urban,MI,Liability,No,Fog,Afternoon,8756
7819,38,M,Married,0,22852.0,Sports,6.0,500,Basic,Suburban,NY,Collision,Yes,Rain,Morning,7877
7820,48,F,Married,2,14709.0,SUV,5.0,1000,Standard,Urban,FL,Collision,No,Rain,Afternoon,5633
7821,53,F,Single,5,10760.0,SUV,1.0,1000,Standard,Rural,CA,Comprehensive,Yes,Clear,Afternoon,5776
7822,57,M,Single,0,12096.0,SUV,0.0,250,Standard,Rural,TX,Collision,Yes,Clear,Afternoon,10621
7823,37,F,Single,1,39638.0,Sedan,0.0,1000,Standard,Urban,OH,Collision,No,Snow,Morning,5957
7824,49,M,Married,10,20512.0,SUV,5.0,250,Basic,Suburban,CA,Collision,Yes,Clear,Afternoon,6956
7825,59,M,Married,0,22671.0,SUV,0.0,1000,Standard,Urban,NY,Comprehensive,Yes,Clear,Morning,6162
7826,62,F,Married,0,13584.0,Truck,6.0,250,Standard,Suburban,OH,Comprehensive,No,Clear,Morning,3857
7827,44,F,Married,4,16469.0,Sedan,1.0,500,Standard,Urban,GA,Liability,No,Rain,Night,7632
7828,41,F,Married,14,16205.0,Sedan,0.0,500,Basic,Suburban,FL,Collision,Yes,Clear,Afternoon,6963
7829,47,M,Married,8,19179.0,SUV,2.0,1000,Basic,Rural,FL,Comprehensive,Yes,Clear,Afternoon,4194
7830,27,M,Married,18,9612.0,Truck,4.0,250,Basic,Suburban,PA,Collision,Yes,Clear,Evening,8440
7831,42,F,Married,7,37980.0,Luxury,1.0,2000,Standard,Rural,GA,Collision,No,Clear,Night,3962
7832,56,M,Married,2,21846.0,Sedan,0.0,500,Premium,Rural,CA,Collision,No,Clear,Night,7570
7833,54,M,Widowed,14,24368.0,Truck,5.0,500,Basic,Urban,GA,Collision,No,Clear,Night,5704
7834,40,M,Married,2,34792.0,SUV,8.0,500,Premium,Urban,TX,Collision,Yes,Snow,Evening,16204
7835,48,M,Single,2,33485.0,Sedan,3.0,1000,Basic,Urban,MI,Comprehensive,Yes,Clear,Night,4925
7836,32,M,Widowed,2,16522.0,Truck,2.0,250,Standard,Urban,FL,Comprehensive,Yes,Clear,Afternoon,6784
7837,55,M,Married,8,29799.0,Sedan,5.0,250,Premium,Suburban,NC,Comprehensive,Yes,Clear,Morning,9296
7838,43,F,Single,12,29646.0,Truck,5.0,500,Premium,Urban,GA,Collision,Yes,Clear,Afternoon,14507
7839,40,F,Single,2,25796.0,Truck,0.0,2000,Standard,Urban,TX,Comprehensive,No,Rain,Night,3037
7840,39,M,Married,3,37442.0,SUV,1.0,250,Basic,Urban,TX,Comprehensive,Yes,Rain,Evening,7309
7841,44,M,Married,11,32851.0,Sedan,10.0,250,Standard,Suburban,CA,Liability,No,Rain,Evening,7737
7842,38,M,Married,0,31687.0,Sports,12.0,1000,Basic,Urban,TX,Liability,No,Rain,Evening,5009
7843,54,M,Single,7,43592.0,Sports,2.0,1000,Standard,Rural,PA,Comprehensive,Yes,Clear,Night,6632
7844,39,F,Married,3,22344.0,Sports,3.0,1000,Standard,Suburban,GA,Comprehensive,No,Clear,Morning,3180
7845,68,F,Single,2,22671.0,Sedan,0.0,1000,Standard,Urban,IL,Collision,No,Clear,Morning,6375
7846,66,F,Single,2,33176.0,SUV,4.0,500,Standard,Urban,NY,Comprehensive,Yes,Clear,Night,7675
7847,31,F,Married,2,20146.0,Sedan,0.0,500,Standard,Urban,NY,Comprehensive,Yes,Snow,Afternoon,8112
7848,46,M,Married,7,28023.0,Sedan,0.0,500,Premium,Urban,FL,Liability,Yes,Clear,Morning,14838
7849,35,M,Married,13,16646.0,Sedan,1.0,2000,Basic,Suburban,FL,Comprehensive,No,Snow,Morning,2603
7850,40,F,Divorced,3,7046.0,SUV,4.0,500,Premium,Suburban,NY,Collision,Yes,Clear,Night,11600
7851,75,F,Single,8,29701.0,Sedan,2.0,250,Basic,Urban,IL,Liability,Yes,Clear,Night,11657
7852,40,M,Single,6,10154.0,SUV,1.0,500,Standard,Suburban,MI,Comprehensive,Yes,Snow,Night,8565
7853,50,M,Single,2,15528.0,SUV,5.0,2000,Premium,Suburban,GA,Collision,Yes,Clear,Evening,8322
7854,53,F,Married,4,33190.0,Sports,6.0,500,Standard,Suburban,MI,Liability,No,Rain,Evening,8158
7855,29,M,Married,5,33385.0,Sports,8.0,500,Premium,Rural,OH,Comprehensive,Yes,Clear,Afternoon,10189
7856,32,F,Married,0,39641.0,Truck,2.0,500,Standard,Rural,IL,Collision,No,Clear,Night,5694
7857,26,F,Married,2,8023.0,Truck,5.0,250,Premium,Suburban,MI,Collision,No,Clear,Evening,9094
7858,31,M,Married,20,25540.0,Sedan,8.0,1000,Premium,Suburban,NY,Comprehensive,No,Clear,Afternoon,5383
7859,18,F,Married,5,19363.0,Sedan,9.0,1000,Premium,Suburban,OH,Collision,No,Clear,Morning,11330
7860,53,F,Married,2,36102.0,SUV,2.0,500,Basic,Suburban,TX,Collision,No,Snow,Afternoon,4705
7861,75,F,Married,1,46082.0,SUV,1.0,1000,Basic,Urban,OH,Collision,Yes,Clear,Evening,8859
7862,47,M,Single,1,11447.0,Truck,9.0,1000,Standard,Rural,GA,Comprehensive,Yes,Rain,Evening,6719
7863,23,M,Married,2,22202.0,SUV,1.0,1000,Premium,Suburban,CA,Collision,Yes,Clear,Evening,12697
7864,35,F,Married,1,33400.0,Luxury,6.0,1000,Standard,Suburban,NY,Collision,Yes,Rain,Afternoon,12116
7865,38,M,Single,0,18601.0,Truck,9.0,1000,Standard,Suburban,GA,Collision,Yes,Clear,Morning,7922
7866,29,M,Married,2,52725.0,Sedan,5.0,500,Premium,Urban,OH,Collision,Yes,Clear,Afternoon,14872
7867,57,M,Widowed,4,18020.0,SUV,4.0,500,Standard,Suburban,GA,Liability,No,Clear,Night,6617
7868,57,F,Single,0,18956.0,Luxury,0.0,250,Premium,Suburban,NY,Collision,Yes,Rain,Evening,15789
7869,27,M,Single,0,12878.0,SUV,0.0,500,Basic,Urban,GA,Liability,No,Clear,Night,6421
7870,55,M,Married,0,23788.0,Sedan,4.0,1000,Standard,Suburban,FL,Liability,Yes,Rain,Evening,11640
7871,67,M,Married,1,5000.0,Sedan,6.0,2000,Standard,Urban,FL,Collision,No,Rain,Evening,4650
7872,73,F,Single,1,19460.0,SUV,0.0,500,Standard,Rural,CA,Liability,Yes,Rain,Morning,17989
7873,85,F,Divorced,3,41543.0,Truck,0.0,1000,Standard,Suburban,CA,Collision,Yes,Clear,Morning,14031
7874,31,M,Married,3,10955.0,Sedan,1.0,500,Basic,Suburban,CA,Collision,Yes,Clear,Night,6950
7875,85,F,Divorced,1,9806.0,Truck,4.0,2000,Standard,Suburban,FL,Liability,Yes,Clear,Morning,12827
7876,39,M,Married,8,38488.0,Sports,2.0,1000,Standard,Urban,MI,Comprehensive,Yes,Rain,Afternoon,7391
7877,36,F,Divorced,3,41185.0,Truck,0.0,500,Premium,Suburban,IL,Collision,No,Clear,Evening,7277
7878,49,F,Married,0,11183.0,Sports,0.0,500,Premium,Urban,MI,Collision,Yes,Clear,Evening,12012
7879,36,F,Single,1,52384.0,Sedan,5.0,500,Basic,Rural,NY,Comprehensive,No,Clear,Afternoon,2889
7880,50,M,Divorced,18,27343.0,SUV,1.0,1000,Standard,Suburban,FL,Collision,Yes,Clear,Evening,9667
7881,25,F,Single,18,37211.0,Sedan,0.0,1000,Premium,Suburban,PA,Collision,Yes,Clear,Morning,13218
7882,41,F,Divorced,1,14824.0,Truck,0.0,1000,Basic,Urban,FL,Collision,No,Clear,Evening,3454
7883,64,F,Married,0,46375.0,Luxury,7.0,1000,Standard,Suburban,NY,Collision,Yes,Rain,Evening,12630
7884,44,M,Widowed,3,19263.0,Sedan,2.0,500,Standard,Suburban,PA,Collision,No,Clear,Morning,5148
7885,47,M,Married,3,18844.0,SUV,2.0,1000,Standard,Rural,FL,Collision,Yes,Rain,Afternoon,10080
7886,52,F,Married,2,28034.0,Sedan,0.0,1000,Standard,Suburban,MI,Collision,Yes,Clear,Morning,8382
7887,62,M,Single,3,18105.0,Sedan,2.0,2000,Basic,Urban,PA,Comprehensive,No,Snow,Evening,2425
7888,20,F,Married,1,,SUV,4.0,1000,Standard,Urban,TX,Liability,Yes,Clear,Afternoon,13122
7889,53,M,Married,0,23526.0,Truck,0.0,500,Standard,Suburban,MI,Liability,Yes,Fog,Morning,14811
7890,40,F,Married,4,18786.0,Sedan,9.0,1000,Standard,Urban,NY,Collision,No,Clear,Afternoon,4849
7891,47,M,Single,13,15003.0,Sedan,6.0,500,Basic,Suburban,PA,Comprehensive,Yes,Fog,Afternoon,6046
7892,60,M,Married,0,40956.0,Sedan,6.0,500,Basic,Urban,NY,Liability,No,Rain,Afternoon,6704
7893,27,M,Married,6,72850.0,Sedan,3.0,250,Standard,Suburban,TX,Collision,Yes,Clear,Evening,13160
7894,29,M,Single,2,13911.0,SUV,1.0,500,Basic,Rural,IL,Comprehensive,Yes,Clear,Evening,5433
7895,18,F,Married,1,24311.0,Sedan,4.0,500,Standard,Rural,CA,Comprehensive,No,Clear,Afternoon,5086
7896,36,F,Divorced,9,18047.0,SUV,1.0,1000,Standard,Suburban,NC,Liability,Yes,Clear,Afternoon,10878
7897,64,F,Married,3,69161.0,SUV,0.0,500,Standard,Suburban,CA,Comprehensive,Yes,Clear,Night,9390
7898,43,F,Married,4,28165.0,SUV,3.0,500,Standard,Rural,OH,Collision,Yes,Clear,Afternoon,9737
7899,24,F,Widowed,2,35013.0,Sports,2.0,1000,Standard,Rural,MI,Comprehensive,Yes,Clear,Evening,7452
7900,37,M,Single,0,39771.0,Truck,0.0,1000,Standard,Urban,IL,Comprehensive,No,Rain,Afternoon,4174
7901,22,M,Married,4,23507.0,Sedan,3.0,500,Basic,Urban,FL,Comprehensive,Yes,Rain,Afternoon,8202
7902,28,M,Married,2,20066.0,Sedan,3.0,250,Premium,Rural,FL,Collision,Yes,Clear,Night,14969
7903,50,F,Married,0,47073.0,Sports,8.0,500,Standard,Urban,CA,Collision,No,Rain,Afternoon,7229
7904,27,M,Married,4,32498.0,Sedan,5.0,1000,Premium,Urban,PA,Liability,No,Clear,Night,8514
7905,61,M,Married,0,14429.0,Sedan,0.0,250,Basic,Urban,IL,Liability,No,Rain,Evening,6042
7906,43,F,Single,1,15335.0,Truck,6.0,250,Standard,Rural,MI,Liability,No,Rain,Afternoon,7293
7907,46,F,Married,7,18127.0,Sedan,13.0,1000,Standard,Urban,CA,Liability,No,Clear,Afternoon,7483
7908,40,F,Married,0,39324.0,SUV,5.0,500,Standard,Suburban,GA,Collision,Yes,Rain,Evening,14526
7909,56,F,Single,5,46015.0,Truck,6.0,1000,Basic,Urban,PA,Collision,Yes,Snow,Evening,8987
7910,56,F,Single,14,64593.0,Truck,1.0,1000,Premium,Urban,GA,Comprehensive,No,Fog,Evening,6015
7911,50,M,Divorced,0,15454.0,Sports,19.0,500,Premium,Urban,CA,Collision,Yes,Fog,Morning,14429
7912,53,F,Married,2,23626.0,SUV,0.0,500,Standard,Suburban,NY,Liability,Yes,Clear,Afternoon,13504
7913,41,F,Married,4,18031.0,Truck,5.0,500,Premium,Urban,NC,Collision,Yes,Rain,Evening,13971
7914,53,M,Divorced,2,20107.0,Sedan,2.0,500,Standard,Rural,GA,Collision,Yes,Clear,Night,9198
7915,39,M,Married,4,35064.0,Sedan,1.0,500,Standard,Suburban,PA,Comprehensive,Yes,Rain,Night,8405
7916,45,M,Widowed,2,21526.0,Sedan,1.0,2000,Standard,Urban,IL,Comprehensive,No,Clear,Night,2424
7917,40,M,Divorced,0,42528.0,Sedan,2.0,250,Standard,Suburban,TX,Collision,No,Clear,Evening,5900
7918,38,F,Married,0,17015.0,Truck,6.0,500,Basic,Suburban,CA,Liability,Yes,Fog,Afternoon,11180
7919,34,M,Married,6,31911.0,Sedan,11.0,500,Standard,Rural,MI,Comprehensive,Yes,Rain,Morning,8071
7920,52,M,Married,1,17652.0,SUV,2.0,500,Premium,Suburban,GA,Collision,Yes,Clear,Afternoon,12038
7921,64,F,Divorced,9,8790.0,SUV,4.0,250,Premium,Suburban,FL,Comprehensive,No,Clear,Morning,4903
7922,62,M,Married,6,13217.0,Sedan,6.0,500,Standard,Rural,NY,Liability,No,Clear,Night,6933
7923,26,F,Single,0,23436.0,SUV,0.0,500,Standard,Suburban,GA,Liability,Yes,Clear,Afternoon,15201
7924,64,F,Single,1,57569.0,SUV,12.0,1000,Basic,Suburban,FL,Comprehensive,No,Clear,Morning,3388
7925,40,M,Single,1,17504.0,Truck,0.0,500,Standard,Suburban,FL,Comprehensive,Yes,Fog,Night,8210
7926,54,F,Divorced,4,20239.0,Truck,,500,Basic,Suburban,OH,Comprehensive,Yes,Clear,Evening,5092
7927,31,M,Divorced,8,28136.0,Sedan,17.0,250,Standard,Rural,IL,Collision,Yes,Clear,Evening,11065
7928,47,M,Married,0,16322.0,Luxury,0.0,1000,Standard,Suburban,PA,Comprehensive,Yes,Clear,Afternoon,5932
7929,49,M,Married,1,17294.0,Sedan,8.0,250,Premium,Urban,GA,Comprehensive,Yes,Rain,Night,10058
7930,22,M,Divorced,2,22835.0,SUV,4.0,1000,Standard,Rural,PA,Comprehensive,No,Rain,Morning,4578
7931,54,F,Married,1,,Luxury,6.0,500,Standard,Urban,CA,Liability,No,Snow,Evening,8717
7932,65,F,Single,3,9031.0,Sedan,0.0,250,Standard,Suburban,NC,Collision,No,Clear,Evening,5867
7933,42,F,Married,3,15913.0,Sedan,7.0,250,Basic,Urban,GA,Comprehensive,Yes,Fog,Evening,5497
7934,65,M,Divorced,1,29955.0,SUV,3.0,250,Standard,Suburban,GA,Collision,Yes,Rain,Night,13157
7935,42,F,Married,3,30424.0,Truck,2.0,1000,Standard,Urban,GA,Liability,No,Clear,Night,5453
7936,57,F,Married,2,42963.0,Sedan,3.0,1000,Basic,Urban,MI,Collision,Yes,Clear,Evening,6329
7937,18,M,Single,2,41264.0,Truck,5.0,1000,Basic,Urban,OH,Collision,No,Clear,Night,4793
7938,81,F,Married,1,14043.0,Sedan,1.0,1000,Standard,Suburban,MI,Collision,No,Clear,Evening,7598
7939,67,M,Divorced,3,15173.0,Sports,11.0,1000,Basic,Urban,CA,Liability,No,Clear,Morning,4777
7940,40,M,Married,2,15511.0,Sedan,1.0,1000,Standard,Rural,OH,Collision,Yes,Clear,Morning,8052
7941,18,F,Married,1,,SUV,8.0,1000,Premium,Suburban,FL,Collision,No,Rain,Evening,8712
7942,49,F,Single,0,16128.0,Sedan,0.0,500,Premium,Suburban,NY,Collision,Yes,Clear,Morning,13078
7943,23,M,Divorced,0,20185.0,Sedan,9.0,1000,Basic,Suburban,PA,Collision,Yes,Clear,Morning,7244
7944,51,M,Single,0,14241.0,Sedan,7.0,500,Basic,Rural,IL,Collision,Yes,Clear,Afternoon,6556
7945,51,F,Single,2,32604.0,SUV,0.0,500,Basic,Suburban,FL,Liability,Yes,Snow,Morning,11375
7946,30,F,Divorced,1,13711.0,Truck,5.0,1000,Basic,Suburban,PA,Comprehensive,No,Clear,Night,2341
7947,61,M,Widowed,2,13375.0,Truck,1.0,2000,Standard,Urban,PA,Liability,No,Rain,Night,6382
7948,57,M,Married,1,28570.0,SUV,2.0,500,Standard,Urban,MI,Comprehensive,No,Rain,Night,4880
7949,59,M,Married,3,31607.0,Sedan,0.0,500,Basic,Suburban,MI,Comprehensive,Yes,Clear,Afternoon,5984
7950,45,F,Married,6,19681.0,Sports,0.0,250,Standard,Suburban,FL,Collision,No,Clear,Afternoon,5668
7951,23,M,Single,3,34012.0,Sports,12.0,500,Standard,Suburban,NC,Liability,No,Rain,Evening,9102
7952,59,M,Single,0,32806.0,SUV,2.0,500,Standard,Urban,TX,Collision,Yes,Clear,Afternoon,11405
7953,40,M,Married,0,56929.0,SUV,0.0,500,Standard,Suburban,GA,Comprehensive,No,Rain,Afternoon,5271
7954,24,F,Single,1,31775.0,Sedan,2.0,1000,Standard,Rural,FL,Collision,Yes,Rain,Night,10965
7955,65,F,Divorced,2,51720.0,Sedan,20.0,500,Standard,Suburban,NY,Collision,No,Clear,Morning,6150
7956,76,F,Single,0,22719.0,Sedan,1.0,500,Premium,Suburban,IL,Comprehensive,No,Clear,Evening,5770
7957,44,M,Married,1,44347.0,SUV,0.0,500,Standard,Rural,IL,Collision,Yes,Rain,Morning,11678
7958,77,M,Married,10,44818.0,Truck,4.0,1000,Standard,Urban,CA,Collision,Yes,Clear,Evening,12166
7959,46,F,Married,0,20510.0,Sports,10.0,1000,Standard,Urban,NY,Collision,No,Clear,Afternoon,5766
7960,39,F,Married,14,15610.0,Sedan,7.0,1000,Premium,Urban,TX,Comprehensive,No,Rain,Morning,4545
7961,35,F,Divorced,9,17045.0,SUV,4.0,2000,Premium,Suburban,GA,Collision,Yes,Rain,Evening,9290
7962,69,F,Married,8,27107.0,Sedan,0.0,500,Basic,Suburban,PA,Comprehensive,Yes,Rain,Afternoon,6471
7963,33,F,Married,9,12396.0,SUV,6.0,250,Standard,Rural,GA,Collision,No,Clear,Evening,7764
7964,56,F,Married,0,17555.0,Sedan,6.0,500,Premium,Suburban,FL,Comprehensive,Yes,Clear,Night,8824
7965,36,F,Single,0,40079.0,SUV,,2000,Standard,Suburban,GA,Liability,No,Clear,Evening,5620
7966,38,F,Married,0,30742.0,Truck,2.0,500,Standard,Suburban,GA,Comprehensive,No,Clear,Evening,3521
7967,60,M,Married,0,6793.0,Truck,2.0,1000,Standard,Suburban,NC,Liability,Yes,Clear,Afternoon,11160
7968,39,M,Divorced,1,11312.0,Sedan,0.0,500,Standard,Suburban,CA,Collision,No,Snow,Night,7660
7969,38,F,Divorced,8,64824.0,Sedan,5.0,500,Premium,Urban,NY,Collision,Yes,Clear,Morning,14320
7970,61,M,Single,1,39726.0,Sedan,5.0,2000,Standard,Urban,NC,Liability,Yes,Rain,Evening,10120
7971,68,F,Single,1,16457.0,SUV,0.0,500,Standard,Rural,CA,Collision,Yes,Clear,Morning,12157
7972,54,M,Single,5,10464.0,Sedan,0.0,1000,Basic,Urban,OH,Collision,No,Rain,Morning,4350
7973,35,M,Widowed,0,11792.0,Sedan,12.0,500,Premium,Urban,NY,Collision,No,Rain,Morning,7602
7974,37,M,Single,2,28412.0,Luxury,0.0,1000,Standard,Suburban,NC,Collision,No,Rain,Afternoon,6438
7975,46,M,Married,1,59187.0,Sedan,3.0,500,Standard,Urban,CA,Liability,No,Clear,Afternoon,8182
7976,49,M,Married,9,57332.0,SUV,2.0,1000,Standard,Rural,GA,Liability,No,Clear,Morning,6775
7977,30,M,Married,3,10018.0,Sedan,6.0,500,Standard,Urban,CA,Collision,Yes,Rain,Evening,11670
7978,55,F,Single,5,18998.0,SUV,0.0,500,Standard,Rural,PA,Comprehensive,Yes,Snow,Evening,8659
7979,46,M,Single,0,14349.0,Sedan,4.0,250,Standard,Suburban,TX,Liability,No,Clear,Night,7140
7980,19,M,Married,13,23587.0,SUV,3.0,250,Standard,Rural,NC,Collision,No,Clear,Afternoon,7028
7981,31,M,Single,1,11321.0,SUV,7.0,500,Premium,Urban,PA,Collision,Yes,Snow,Evening,14954
7982,37,F,Single,6,16765.0,Luxury,2.0,500,Standard,Suburban,TX,Comprehensive,No,Rain,Afternoon,4889
7983,43,F,Single,15,14276.0,Sedan,5.0,250,Premium,Rural,NC,Comprehensive,No,Clear,Afternoon,4514
7984,73,F,Married,3,28618.0,SUV,2.0,1000,Premium,Suburban,PA,Collision,Yes,Clear,Night,15341
7985,48,M,Married,3,17027.0,Sedan,16.0,2000,Standard,Suburban,GA,Liability,Yes,Clear,Evening,8117
7986,32,M,Single,0,18295.0,SUV,3.0,500,Premium,Suburban,IL,Liability,Yes,Clear,Afternoon,16268
7987,48,F,Married,2,28437.0,Sedan,5.0,1000,Standard,Urban,GA,Liability,No,Rain,Afternoon,7283
7988,39,F,Single,9,50074.0,SUV,0.0,500,Basic,Suburban,NC,Liability,Yes,Clear,Evening,8771
7989,49,M,Married,0,63442.0,Sedan,2.0,500,Standard,Urban,CA,Collision,Yes,Clear,Afternoon,11207
7990,53,M,Single,12,27667.0,SUV,0.0,500,Standard,Urban,FL,Liability,No,Fog,Evening,7964
7991,63,M,Married,5,21072.0,SUV,0.0,1000,Basic,Suburban,GA,Liability,Yes,Clear,Afternoon,8268
7992,44,M,Single,2,42536.0,SUV,2.0,2000,Basic,Urban,NC,Comprehensive,No,Rain,Night,3339
7993,69,F,Divorced,3,39481.0,Sedan,1.0,1000,Basic,Urban,NY,Liability,No,Fog,Night,5670
7994,58,F,Single,0,34231.0,Sedan,2.0,250,Premium,Urban,NY,Comprehensive,Yes,Clear,Afternoon,9417
7995,34,M,Divorced,1,9999.0,SUV,2.0,500,Standard,Suburban,GA,Liability,Yes,Clear,Evening,11413
7996,78,M,Divorced,1,40299.0,Sedan,0.0,500,Standard,Urban,CA,Comprehensive,Yes,Clear,Afternoon,8741
7997,49,F,Married,2,26346.0,Sedan,1.0,2000,Premium,Urban,FL,Comprehensive,No,Rain,Evening,6814
7998,32,F,Divorced,12,14088.0,Truck,7.0,1000,Basic,Suburban,GA,Collision,Yes,Clear,Morning,6427
7999,69,F,Single,2,15741.0,Truck,7.0,1000,Basic,Suburban,NC,Liability,Yes,Snow,Morning,10755
8000,76,M,Single,3,29466.0,Truck,2.0,1000,Premium,Urban,OH,Collision,Yes,Snow,Night,18135
8001,44,F,Single,0,6274.0,SUV,5.0,1000,Standard,Urban,CA,Comprehensive,No,Rain,Night,3607
8002,37,M,Single,6,20687.0,Truck,5.0,1000,Standard,Rural,GA,Collision,No,Clear,Afternoon,5797
8003,42,M,Married,4,15874.0,Sedan,0.0,1000,Standard,Urban,MI,Comprehensive,Yes,Clear,Night,5314
8004,55,M,Married,2,15086.0,SUV,3.0,1000,Standard,Rural,FL,Collision,Yes,Fog,Night,10602
8005,64,F,Single,14,17525.0,Sedan,6.0,250,Standard,Urban,NY,Collision,No,Clear,Night,6197
8006,53,M,Married,11,10512.0,Truck,3.0,2000,Standard,Suburban,NC,Comprehensive,Yes,Fog,Afternoon,4430
8007,46,F,Single,5,37281.0,SUV,3.0,1000,Standard,Rural,GA,Comprehensive,Yes,Rain,Morning,6521
8008,67,M,Married,12,7601.0,Truck,3.0,500,Premium,Suburban,NC,Comprehensive,No,Clear,Evening,4904
8009,40,M,Widowed,4,23972.0,Truck,2.0,1000,Basic,Urban,NY,Collision,No,Snow,Morning,4505
8010,60,M,Married,8,14417.0,SUV,6.0,1000,Basic,Rural,GA,Liability,Yes,Fog,Afternoon,8662
8011,40,M,Married,2,59384.0,SUV,4.0,500,Standard,Suburban,NY,Comprehensive,No,Clear,Morning,5666
8012,51,M,Married,0,22277.0,Sedan,0.0,1000,Basic,Urban,CA,Comprehensive,Yes,Clear,Afternoon,4292
8013,43,M,Married,20,7618.0,SUV,2.0,500,Premium,Suburban,NY,Liability,Yes,Clear,Morning,14335
8014,44,M,Single,0,28952.0,SUV,3.0,500,Basic,Suburban,CA,Comprehensive,Yes,Rain,Night,5175
8015,39,M,Widowed,1,12755.0,Sedan,2.0,500,Premium,Suburban,PA,Liability,No,Clear,Afternoon,11025
8016,65,F,Married,0,36042.0,Luxury,1.0,250,Basic,Urban,TX,Collision,No,Clear,Morning,6021
8017,34,M,Married,2,29997.0,Luxury,0.0,1000,Premium,Suburban,NC,Collision,No,Clear,Evening,7879
8018,33,F,Widowed,1,45995.0,Sedan,0.0,500,Basic,Urban,GA,Comprehensive,No,Clear,Morning,3633
8019,76,M,Divorced,4,24185.0,Truck,1.0,1000,Basic,Urban,PA,Comprehensive,Yes,Clear,Morning,5976
8020,59,M,Married,20,33175.0,Sedan,2.0,500,Standard,Suburban,NC,Collision,No,Clear,Evening,6298
8021,18,F,Single,0,22502.0,SUV,4.0,500,Standard,Urban,NY,Collision,No,Clear,Morning,6486
8022,36,F,Married,7,16402.0,SUV,16.0,500,Standard,Rural,GA,Collision,Yes,Clear,Morning,9270
8023,18,M,Married,0,37529.0,Truck,9.0,1000,Standard,Suburban,FL,Comprehensive,Yes,Clear,Night,7052
8024,30,F,Married,0,11905.0,Sedan,6.0,1000,Premium,Urban,NC,Liability,Yes,Rain,Afternoon,16075
8025,18,F,Single,5,21630.0,Sports,6.0,500,Premium,Urban,IL,Collision,Yes,Rain,Afternoon,17579
8026,42,F,Married,10,16576.0,Sports,3.0,1000,Standard,Suburban,PA,Collision,No,Rain,Afternoon,5496
8027,27,F,Married,0,33558.0,SUV,1.0,500,Basic,Suburban,PA,Comprehensive,Yes,Rain,Evening,7234
8028,45,M,Single,2,13720.0,SUV,2.0,1000,Basic,Urban,CA,Collision,No,Rain,Afternoon,4711
8029,20,M,Divorced,0,17954.0,SUV,0.0,1000,Basic,Suburban,IL,Collision,Yes,Clear,Night,8094
8030,46,F,Single,11,22515.0,Truck,3.0,500,Standard,Suburban,NC,Comprehensive,Yes,Rain,Night,7615
8031,38,F,Single,1,46344.0,Luxury,0.0,1000,Premium,Rural,GA,Liability,Yes,Rain,Morning,19943
